id,Id,Sentence,predicted_relations_id,predicted_relations
1910,1909,"<s>গ্রিক পুরাণে, <e1>পান্দিওন ১ম</e1> ছিল অ্যাথেন্সের রাজা <e2>অ্যাথেন্সের এরিখথনিউস</e2> ও ওকেয়ানিদ প্রাক্সিথেয়ার একমাত্র পুত্র, তার রাজত্বকাল ছিল অনুল্লেখযোগ্য</s>",6,father
1911,1910,"<s><e1>సంజయ్ గాంధీ</e1> (1946 డిసెంబరు 14 - 1980 జూన్ 23) భారత రాజకీయ నాయకుడు. ఇతను నెహ్రూ-గాంధీ కుటుంబ సభ్యుడు. ఇతను భారత తొలి మహిళా ప్రధానమంత్రి అయిన ఇందిరా గాంధీ కుమారుడు. భారత జాతీయ కాంగ్రెస్ కు అధ్యక్షురాలుగా ఉన్న ఇందిరా గాంధీ తన చిన్న కుమారుడు సంజయ్ గాంధీ మంచి విజయాలను సాధించగలడని ఆశించేది, కానీ ఒక విమాన ప్రమాదంలో సంజయ్ గాంధీ మరణించడంతో తన అన్నయ్య రాజీవ్ గాంధీ తల్లికి రాజకీయ వారసుడుగా మారి ఆమె మరణానంతరం ప్రధానమంత్రి అయ్యాడు. సంజయ్ గాంధీ భార్య మేనకా గాంధీ, కుమారుడు <e2>వరుణ్ గాంధీ</e2> భారతీయ జనతా పార్టీకి చెందిన రాజకీయ నాయకులుగా కొనసాగుతున్నారు.</s>",13,child
1912,1911,"<s><e1>অ্যায় দিল হ্যায় মুশকিল</e1> (হিন্দি: ऐ दिल है मुश्किल, অনুবাদ 'এই হৃদয়টি কঠিন') ২০১৬-এর একটি ভারতীয় প্রণয়ধর্মী নাট্য চলচ্চিত্র, এই চলচ্চিত্রটি রচনা, প্রযোজনা এবং পরিচালনা করেছেন <e2>করণ জোহর</e2></s>",15,director
1913,1912,"<s>1564 లో మిచెలాంగెలో మరణించారు, అతని ప్రాజెక్ట్ కేవలం పాక్షికంగా పూర్తి. తదుపరి వాస్తుశిల్పులు గోపురాన్ని పూర్తి చేయడానికి అతని డిజైన్లను సన్మానించారు. పొడవాటి నావ, ముఖభాగం మరియు పోర్టికో (కాలిబాట ప్రవేశద్వారం) <e2>పోప్</e2> పాల్ V యొక్క నిర్దేశకత్వంలో కార్లో మడెర్నో యొక్క రచనలు. ""న్యూ <e1>సెయింట్ పీటర్</e1>'స్ యొక్క నిర్మాణం- మేము నేడు చూసే బాసిలికా- 1626 లో పూర్తయింది దాని ప్రారంభం తరువాత 120 సంవత్సరాలు.</s>",23,position_held
1914,1913,"<s><e2>శత్రుఘ్నుడు</e2> దశరథ మహారాజుకు, ఆయన ముగ్గురు పట్టపురాణులలో రెండవది, కాశీ రాకుమారి అయిన <e1>సుమిత్ర</e1>కు జన్మించిన వాడు. సుమిత్రకు లక్ష్మణుడు, శత్రుఘ్నుడు కవల పిల్లలుగా కౌసల్యకు రాముడు, కైకేయికి భరతుడు జన్మిస్తారు.</s>",6,father
1915,1914,"<s>১৯৭১ সালে সাধারণ নির্বাচনে বিপুল ভোট পেয়ে <e1>ইন্দিরা গান্ধী</e1> দ্বিতীয় বারের মত প্রধানমন্ত্রী নির্বাচিত হন৷ একটানা ১৯৬৬ সাল থেকে ১৯৭৭ সাল পর্যন্ত <e2>ভারতের প্রধানমন্ত্রী</e2> হিসেবে দায়িত্ব পালন করেন ইন্দিরা গান্ধী৷ এই পর্যায়ে রাজন্য ভাতা বিলোপ, ব্যাঙ্ক জাতীয়করণের মত গুরুত্বপূর্ণ সংস্কার কর্মসূচী রূপায়ন করেন৷</s>",23,position_held
1916,1915,"<s>చందమామ లాంటి అందం <e1>కాజల్ అగర్వాల్</e1> సొంతం. ఆ అక్కకు తగ్గ చెల్లి <e2>నిషా అగర్వాల్</e2>. అయితే సినీ కెరీర్ పరంగా అక్క అంతా లక్కు మాత్రం నిషాకు లేకపోయింది. కాజల్ చెల్లెలుగా నిషా అగర్వాల్ తెలుగు తెరకు పరిచయమైంది. అయితే కాజల్ రూపురేఖలు, పోలికలు నిషాలో ఉండటం కూడా ఓ మైనస్ అయిందని చెప్పుకోవచ్చు. ఏమైంది ఈవేళ చిత్రంతో తెలుగు ప్రేక్షకులకు నిషా ఎక్కించింది. ఆపై ఎక్కువ కాలం కొనసాగక.. పెళ్లి చేసుకుని సెటిలైంది.</s>",3,sibling
1917,1916,"<s><e1>మొదటి రాజారాం</e1> భోస్లే మరాఠీ పాలకుడు ఛత్రపతి <e2>శివాజీ</e2> మహారాజు చిన్న కుమారుడు, సంభాజీ మహారాజు సోదరుడు. 1689 లో మొఘలు చక్రవర్తి ఔరంగజేబు చేతిలో తన సోదరుడు మరణించిన తరువాత ఆయన మరాఠీ సామ్రాజ్యాన్ని మూడవ ఛత్రపతిగా పాలించాడు. ఆయన పదకొండేళ్ల పాలన మొఘలులపై నిరంతర పోరాటకాలంగా గుర్తించబడింది.</s>",6,father
1918,1917,<s>ప్రముఖ కొరియోగ్రాఫర్ <e1>సరోజ్ ఖాన్</e1> <e2>ముంబై</e2>లోని బాంద్రాలోని గురు నానక్ ఆసుపత్రిలో కన్నుమూశారు. జూన్ 17న శ్వాస సంబంధింత సమస్యలు కారణంగా సరోజ్ ఖాన్ ఆరోగ్యం క్షీణించడంతో ఆమెను వెంటనే ముంబైలోని హాస్పిటల్‌కు తరలించి చికిత్స అందించగా.. తొలుత ఆమెకు కరోనావైరస్ సోకిందేమో అనే ఆందోళన వ్యక్తమైంది. కానీ కరోనా పరీక్షల్లో ఆమెకు నెగిటివ్‌ వచ్చినట్లు వైద్యులు వెల్లడించారు.</s>,21,place_of_death
1919,1918,<s>সাঈদ <e2>বাবা আজমী</e2> (ইংরেজি:  Baba Azmi); একজন ভারতীয় চলচ্চিত্র ফটোগ্রাফি পরিচালক এবং আখতার-আজমী চলচ্চিত্র পরিবারের সদস্য  তিনি কবি এবং গীতিকার <e1>কাইফি আজমি</e1> এর সন্তান</s>,13,child
1920,1919,<s>7. <e2>దృష్టద్యుమ్నుడు</e2> ఎవరు? జ: <e1>ద్రౌపది</e1> సోదరుడు</s>,3,sibling
1921,1920,"<s><e2>महेश भट्ट</e2> ने अपने सिने कॅरियर की शुरूआत वर्ष 1970 में एक डाक्यूमेंट्री फिल्म 'संकट'से की  इसके बाद उन्होंने बतौर निर्देशक 'मंजिले और भी है', 'विश्वासघात','लहू के दो रंग', 'नया दौर' और '<e1>अभिमन्यु</e1>' जैसी कई फिल्में निर्देशित की</s>",15,director
1922,1921,"<s><e2>జైపూర్</e2>‌ను 1727 లో రాజ్‌పుట్ పాలకుడు జై సింగ్ II, అమెర్ పాలకుడు స్థాపించాడు. అతని పేరు మీద ఈ నగరానికి పేరు పెట్టారు. ఆధునిక భారతదేశంలో ప్రారంభ ప్రణాళికాబద్ధమైన నగరాల్లో ఇది ఒకటి, దీనిని విద్యాధర్ భట్టాచార్య రూపొందించారు.[5] బ్రిటిష్ వలసరాజ్యాల కాలంలో, ఈ నగరం జైపూర్ రాష్ట్ర రాజధానిగా ఉండేది. 1947 లో స్వాతంత్ర్యం తరువాత, జైపూర్ కొత్తగా ఏర్పడిన <e1>రాజస్థాన్</e1> రాష్ట్రానికి రాజధానిగా మారింది. ఇది మెట్రోపాలిటన్ ప్రాంతం.</s>",14,capital
1923,1922,<s>భారత ప్రముఖ <e2>టెన్నిస్</e2> క్రీడాకారిణి <e1>సానియా మీర్జా</e1> అంటే తెలియనివారుండరు. సానియా మీర్జా తన టెన్నిస్‌ ఆటతోనే కాకుండా.. అందంతోనూ ప్రపంచమంతా అభిమానులను సంపాదించుకుంది. ఇండియాలో టెన్నిస్ అంతలా పాపులర్ కావడానికి ఓ కారణం సానియా మీర్జా. సానియా మీర్జా ప్రపంచస్థాయి అగ్ర టెన్నిస్ క్రీడాకారిణిలని ధీటుగా ఎదుర్కొంది. (Image Credit : Instagram)</s>,2,sport
1924,1923,<s><e1>হিফরশি</e1> (ইংরেজিতে: HeForShe) জাতিসংঘের <e2>ইউএন ওমেন</e2> কর্তৃক গৃহীত একটি উদ্যোগ  এই উদ্যোগের লক্ষ্য বিশ্বজুড়ে লিঙ্গ সমতা প্রতিষ্ঠা করা</s>,19,participant
1925,1924,"<s><e1>సమ్మోహనం</e1> 2018 జూన్ 15 న విడుదలైన తెలుగు సినిమా.[1][2]ఈ చిత్రానికి కథ, దర్శకుడు <e2>ఇంద్రగంటి మోహన కృష్ణ</e2>.[3] ఇందులో సుధీర్ బాబు, అదితి రావు హైదరి, ముఖ్య పాత్రలు పోషించారు.</s>",15,director
1926,1925,"<s>బెంగాలీ మరియు బాలీవుడ్ నటి <e1>బిపాషా బసు</e1>, ప్రియమైన భర్త <e2>కరణ్ సింగ్ గ్రోవర్</e2>‌తో లాక్డౌన్ సమయంలో ఇంట్లో చాలా నెలలు గడిపిన తరువాత, ఇప్పుడు బయటకు వచ్చి ఈ సందర్భంగా సంబరాలు చేసుకున్నారు. లాక్డౌన్ సమయంలో, బిపాషా బసు మరియు భర్త కరణ్ సింగ్ గ్రోవర్ ఒకరితో ఒకరు కలిసి ఉన్నారు. ఈ సమయంలో, 'గునా' నటి ఇంట్లో వంట చేయడానికి ప్రయత్నించింది మరియు ఆమె భర్త కరణ్ సింగ్ గ్రోవర్ ఆమె పాక నైపుణ్యాలను ప్రశంసించారు. మరోవైపు, లాక్డౌన్ సమయంలో బిపాషా తన భర్త పెయింటింగ్ నైపుణ్యాలను ప్రశంసించాడు.</s>",11,spouse
1927,1926,<s>భారత <e2>క్రికెట్</e2>‌ దశ దిశ మార్చిన <e1>అజిత్ వాడేకర్</e1> (TWITTER)</s>,2,sport
1928,1927,"<s><e1>আমানউল্লাহ খান</e1> ১৯৬০ খ্রিষ্টাব্দে সুইজারল্যান্ডের <e2>জুরিখ</e2>ে মারা যান,  তার লাশ আফগানিস্তানে ফিরিয়ে এনে জালালাবাদ শহরে দাফন করা হয়</s>",21,place_of_death
1929,1928,<s><e2>সুরু নদী</e2> (উর্দু: سرو دریا‎‎) ভারতের জম্মু ও কাশ্মীর রাজ্যের ওপর দিয়ে প্রবাহিত <e1>সিন্ধু নদ</e1>ের একটি উপনদী</s>,16,tributary
1930,1929,<s>హర్జ్ సల్ఫ్యూరిక్ యాసిడ్ ప్లాంట్ యొక్క ప్రధాన గదుల బురదలో <e2>విలియం క్రూక్స్</e2> 1861 లో స్పెక్ట్రల్ పద్ధతి ద్వారా <e1>థాలియం</e1> కనుగొనబడింది. స్వచ్ఛమైన థాలియం లోహాన్ని 1862 లో క్రూక్స్ మరియు ఫ్రెంచ్ రసాయన శాస్త్రవేత్త క్లాడ్-అగస్టే లామీ స్వతంత్రంగా పొందారు.</s>,24,discoverer_or_inventor
1931,1930,"<s>ఇతడు లక్ష్మీ అమ్మాళ్‌ను వివాహం చేసుకున్నాడు. ఇతనికి ముగ్గురు కుమార్తెలు, రామదాసు, కృత్తివాసన్ అనే ఇద్దరు కుమారులు ఉన్నారు. చిన్న కుమార్తె రుక్మిణీ రమణి, మరో కుమార్తె నీలా రామమూర్తి, మనుమడు అశోక్ రమణి కూడా సంగీత విద్వాంసులు. ఇతడు రచించిన కృతులలో ఎక్కువగా తన కుమారునికి నివాళిగా ""రామదాస"" ముద్రతో ఉన్నాయి. ఇతని అన్న రాజగోపాల్ అయ్యర్ కుమార్తె <e2>వి.ఎన్.జానకి</e2>. ఈమె తమిళనాడు ముఖ్యమంత్రి <e1>ఎం.జి.రామచంద్రన్</e1> సతీమణి.</s>",11,spouse
1932,1931,"<s><e2>জাফরুল্লাহ চৌধুরী</e2> (জন্ম ২৭ ডিসেম্বর ১৯৪১)[১] একজন প্রখ্যাত বাংলাদেশী চিকিৎসক, রাজনৈতিক ব্যক্তিত্ব এবং মুক্তিযোদ্ধা [২][৩] তিনি <e1>গণস্বাস্থ্য কেন্দ্র</e1> নামক স্বাস্থ্য বিষয়ক এনজিওর প্রতিষ্ঠাতা</s>",12,founded_by
1933,1932,"<s>ఈ చిత్రంలో, అతని సోదరుడు మరియు నిర్మాత <e1>బోనీ కపూర్</e1>‌తో పాటు <e2>అనిల్ కపూర్</e2> వారి మాజీ భార్య మోనా కపూర్‌తో కలిసి కనిపిస్తారు. అర్జున్ కపూర్, అనిల్ కపూర్, జావేద్ అక్తర్ కూడా ఈ చిత్రంలో ఉన్నారు. జావేద్ అక్తర్ ఒంటరిగా లేడు. అతని భార్య షబానా అజ్మీ కూడా ఇక్కడ ఉన్నారు. ఈ చిత్రాన్ని సీనియర్ ఫిల్మ్ జర్నలిస్ట్ భవన సోమయ పంచుకున్నారు. ఈ చిత్రాన్ని పంచుకోవడంతో పాటు, ""అనిల్ కపూర్ భార్య సునీతా కపూర్ కూడా ఈ పార్టీలో ఉన్నారు, కానీ ఆమె ఈ చిత్రంలో రాలేదు"" అని భావ్నా అన్నారు.</s>",3,sibling
1934,1933,"<s><e2>জুহি চাওলা</e2>, প্রীতি জিন্টা, কারিনা কাপুর, প্রিয়াঙ্কা চোপড়া, বিদ্যা বালান, কঙ্গনা রানাওয়াত ও দীপিকা পাড়ুকোন <e1>শ্রেষ্ঠ অভিনেত্রী বিভাগে ফিল্মফেয়ার পুরস্কার</e1>ও জয় করেছেন, তন্মধ্যে বিদ্যা বালান চারবার ও দীপিকা পাড়ুকোন দুইবার শ্রেষ্ঠ অভিনেত্রীর পুরস্কার জয় করেন</s>",8,winner
1935,1934,"<s><e1>মহাশ্বেতা দেবী</e1> ভারতের পশ্চিমবঙ্গ, বিহার, মধ্যপ্রদেশ ও ছত্তীসগঢ় রাজ্যের আদিবাসী উপজাতিগুলির (বিশেষত লোধা ও শবর উপজাতি) অধিকার ও ক্ষমতায়নের জন্য কাজ করেছিলেন,তিনি সাহিত্য অকাদেমি পুরস্কার (বাংলায়), <e2>জ্ঞানপীঠ পুরস্কার</e2> ও র‍্যামন ম্যাগসাইসাই পুরস্কার সহ একাধিক সাহিত্য পুরস্কার এবং ভারতের চতুর্থ ও দ্বিতীয় সর্বোচ্চ অসামরিক সম্মান যথাক্রমে পদ্মশ্রী ও পদ্মবিভূষণ লাভ করেন</s>",20,award_received
1936,1935,<s><e2>মালদা রেলওয়ে বিভাগ</e2> হল ভারতের রেলওয়ের <e1>পূর্ব রেল</e1> জোনের  চারটি রেল বিভাগের মধ্যে একটি</s>,17,subsidiary
1937,1936,<s><e1>भारत सरकार</e1> द्वारा अंतरिक्ष आयोग का गठन कर जून 1972 में <e2>अंतरिक्ष विभाग</e2> की स्‍थापना की गई तथा सितंबर 1972 में इसरो को अंतरिक्ष विभाग के अंतर्गत लाया गया</s>,17,subsidiary
1938,1937,<s>যুদ্ধবিদ্যায় যুযুৎসুর সঙ্গে <e1>দুর্যোধন</e1> বাদে অন্য কোনও <e2>ধৃতরাষ্ট্র</e2>পুত্রের তুলনাই হয় না</s>,6,father
1939,1938,"<s>Ram Vilas Paswan passes away లోక్ జనశక్తి పార్టీ(LJP)వ్యవస్థాపకుడు, కేంద్రమంత్రి <e2>రామ్ విలాస్ పాశ్వాన్</e2>(74) కన్నుమూశారు. గురువారం సాయంత్రం ఢిల్లీలోని ఓ హాస్పిటల్ లో రామ్ విలాస్ పాశ్వాన్ తుదిశ్వాస విడిచినట్లు ఆయన కుమారుడు <e1>చిరాగ్ పాశ్వాన్</e1> ట్విట్టర్ ద్వారా ప్రకటించారు.</s>",6,father
1940,1939,"<s><e1>क्लार्क ग्रेग</e1> एक उल्लेखनीय हॉलीवुड <e2>अभिनेता</e2> हैं,निर्देशक, पटकथा लेखक और आवाज अभिनेता जो तीन दशकों से उद्योग में सक्रिय हैं</s>",1,occupation
1941,1940,<s><e2>ఎన్ టి టి డాటా</e2> కార్పొరేషన్ జపాన్కి చెందిన ఒక ఐటీ సేవల సంస్థ. దీనికి <e1>నిప్పాన్ టెలిగ్రాఫ్ అండ్ టెలిఫోన్</e1> మాతృ సంస్థ. నిరుడు నిప్పాన్ టెలిగ్రాఫ్ అండ్ టెలిఫోన్ పబ్లిక్ కార్పొరేషన్ 1967 లో డాటా కమ్యూనికేషన్ వ్యాపారాన్ని ప్రారంభించింది. 1985 లో మొదలైన ప ...</s>,17,subsidiary
1942,1941,"<s>భర్త అరణ్య వాసానికి బయలుదేరడంతో భర్త అభిమతాన్ని, అంతరంగాన్ని గుర్తించిన <e2>ఊర్మిళ</e2> అయోధ్యలోనే ఉండిపోయింది. రాత్రివేళలో అడవిలో సీతారాములకు రక్షణగా ఉన్న లక్ష్మణుడికి నిద్ర వస్తుండడంతో 'తన కర్తవ్యానికి ఆటంకం కలిగించొద్దని, అన్నావదినల సేవకోసం వచ్చిన తనను ఈ పద్నాలుగేళ్లు విడిచిపెట్టమని' నిద్ర దేవతని వేడుకుంటాడు. నిద్ర దేవత అంగీకరించి 'నిద్ర ప్రకృతి ధర్మమని, తన నిద్రను ఎవరికైనా పంచాలని' కోరడంతో 'తన పద్నాలుగేళ్ళ నిద్రను తన భార్య ఊర్మిళకు ప్రసాదించి, ఆమెకు తన అభిప్రాయం తెలియజేస్తే తప్పక అంగీకరిస్తుందని' <e1>లక్ష్మణుడు</e1> చెప్తాడు. భర్త కోరిక ప్రకారం ఊర్మిళాదేవి సంతోషంగా నిద్రను పంచుకుంటుంది. అలా నిద్రను ఊర్మిళ స్వీకరించడంతో లక్ష్మణుడికి మేఘనాథుని సంహరించే అవకాశం దక్కింది.[2]ఈ పద్నాలుగేళ్ళ నిద్ర ఊర్మిళాదేవి నిద్ర అంటారు.[3]</s>",11,spouse
1943,1942,<s>2007 में <e2>गूगल</e2> ने ऑनलाइन विडियो साइट <e1>यूट्यूब</e1> को 1.65 अरब डॉलर में खरीद लिया</s>,4,parent_organization
1944,1943,"<s>1960 లో మల్లేపల్లి కార్పొరేటర్ గా ఎన్నికయ్యాడు. 1962, 67, 78, 83 లలో శాసన సభ్యులు గా, 1984 నుంచి 2004 వరకు 6 సార్లు వరుసగా హైదరాబాదు లోక్‌సభ నియోజకవర్గం నుండి లోక్‌సభకుఎన్నికయ్యాడు. ఆయన కుమారుడైన అసదుద్దీన్ ఒవైసీ ఎన్నికైనంత వరకు పార్లమెంటు సభ్యునిగా పనిచేశాడు. హైదరాబాద్ నగర మేయర్లుగా ఇద్దరు హిందువులను దళితులను మజ్లిస్ పార్టీ తరపున గెలిపించాడు. ఈయన కుమారులు అసదుద్దీన్, <e2>అక్బరుద్దీన్ ఒవైసీ</e2>లు ఎంపీ, శాసన సభ్యులులుగా పనిచేస్తున్నారు[1][1]. అక్బరుద్దీన్ ఒవైసీ ఆయన రెండవ కుమారుడు. అక్బరుద్దీన్ ఒవైసీ కూడా ఆంధ్రప్రదేశ్లో చాంద్రాయణగుట్ట అసెంబ్లీ నియోజకవర్గం నుండి శాసన సభ్యులుగా ఎన్నికయ్యాడు[2]. <e1>సుల్తాన్ సలాహుద్దీన్ ఒవైసీ</e1> యొక్క తండ్రి కూడా మజ్లిస్ ఎ ఇత్తెహాదుల్ ముస్లిమీన్కు అధ్యక్షునిగా పనిచేశాడు.</s>",13,child
1945,1944,"<s>మహిళల 400 మీటర్ల పరుగులో భారత సంచలనం, అసోం ఎక్స్ ప్రెస్ <e1>హిమ దాస్</e1> ను ఇండియన్ ఆయిల్ కార్పొరేషన్లో గ్రేడ్-ఏ ఉద్యోగం వరించింది. ప్రపంచ జూనియర్ అథ్లెటిక్స్ లో బంగారు పతకం సాధించడం ద్వారా ప్రపంచ దృష్టిని ఆకర్షించిన హిమ దాస్ జకార్తాలో ఇటీవలే ముగిసిన ఆసియాక్రీడల పరుగు అంశాలలో రెండు స్వర్ణాలు, ఓ రజత పతకం సాధించడం ద్వారా సరికొత్త రికార్డు నెలకొల్పింది. అసోం ప్రభుత్వం, కేంద్రప్రభుత్వం కోట్ల రూపాయలు నజరానాగా ఇచ్చి హిమ దాస్ ను ప్రోత్సహించాయి. అంతేకాదు విఖ్యాత స్పోర్ట్స్ గూడ్స్ సంస్థ అడిడాస్ సైతం బ్రాండ్ అంబాసిడర్ గా నియమించింది. అంతేకాదు ప్రభుత్వరంగం సంస్థ ఇండియన్ ఆయిల్ కార్పొరేషన్ సంస్థ సైతం గౌహటీ కేంద్రంగా గ్రేడ్-1 ఉద్యోగం ఇచ్చి వెన్నుతట్టింది. అంతేకాదు హిమ దాస్ కు అత్యాధునిక శిక్షణ సదుపాయాలు, ప్రపంచ పోటీలలో పాల్గొనటానికి అవసరమైన సదుపాయాలను సైతం ఇండియన్ ఆయిల్ సంస్థే కల్పిస్తుంది. 18 సంవత్సరాల హిమ దాస్ ఇటీవలే <e2>అర్జున అవార్డు</e2>ను సైతం అందుకొన్న సంగతి తెలిసిందే.</s>",20,award_received
1946,1945,<s>১৯২০ সালে <e1>রেডিয়াম</e1> আবিষ্কারের ২৫ বছরপূর্তি উপলক্ষে ফরাসি সরকার <e2>মারি ক্যুরি</e2>র জন্য একটি বৃত্তি ঘোষণা করেন; এর পূর্ববর্তী প্রাপক ছিলেন লুই পাস্তুর (১৮২২-৯৫)</s>,24,discoverer_or_inventor
1947,1946,<s>భార్య <e1>సోనియా గాంధీ</e1>తో <e2>రాజీవ్ గాంధీ</e2></s>,11,spouse
1948,1947,"<s><e1>రాహుల్ రవీంద్రన్</e1> ఒక సినీ నటుడు. తమిళ, తెలుగు, ఇంగ్లీషు సినిమాల్లో నటించాడు. గాయని, డబ్బింగ్ కళాకారిణి <e2>చిన్మయి</e2> ని వివాహం చేసుకున్నాడు.</s>",11,spouse
1949,1948,<s>उन्हें उत्तर प्रदेश के. लेखक <e1>नागार्जुन</e1> का मैथिली काव्य संग्रह पत्रहीन नग्न गाछ पर को <e2>साहित्य अकादमी पुरस्कार</e2> मिला</s>,20,award_received
1950,1949,"<s><e1>জন গ্রিফিথ জ্যাক লন্ডন</e1> (ইংরেজি: John Griffith ""Jack"" London; জন্ম: ১২ জানুয়ারি, ১৮৭৬ - মৃত্যু: ২২ নভেম্বর, ১৯১৬), মার্কিন যুক্তরাষ্ট্রে জন্মগ্রহণকারী বিখ্যাত আমেরিকান <e2>লেখক</e2> , তাঁর প্রকৃত নাম জন গ্রিফিথ চেনে</s>",1,occupation
1951,1950,"<s>అతడి పితృసంబంధమైన తాతగారు మహాత్మా గాంధీ, మాతృసంబంధమైన తాతగారు చక్రవర్తి రాజగోపాలాచారి రాజాజీ. అతడు మహాత్మా గాంధీ కుమారుడైన దేవదాస్ గాంధీ, లక్ష్మీ గాంధీలకు జన్మించాడు. <e2>గోపాలకృష్ణ గాంధీ</e2> రాజ్ మోహన్ గాంధీ, <e1>రామచంద్ర గాంధీ</e1>, శ్రీమతి తారా భట్టాచర్జీ గాంధీ లకు తమ్ముడు. అతడు ఢిల్లీ విశ్వవిద్యాలయానికి చెందిన సెయింట్ స్టీఫెన్స్ కళాశాల నుండి ఆంగ్ల సాహిత్యంలో మాస్టర్ డిగ్రీని పొందాడు.</s>",3,sibling
1952,1951,<s>এ বছর শান্তিতে নোবেল পুরস্কার পেয়েছে <e1>জাতিসংঘ</e1>ের অঙ্গ সংস্থা <e2>বিশ্ব খাদ্য কর্মসূচি</e2> (ডব্লিউএফপি)</s>,17,subsidiary
1953,1952,"<s><e1>కొత్త బంగారు లోకం</e1> సినిమాతో దర్శకుడిగా పరిచయమైన <e2>శ్రీకాంత్ అడ్డాల</e2> ముకుంద, బ్రహ్మోత్సవం సినిమాల వరుసగార్ ఎందుభారీ పరాజయాలను అందుకున్నాడు. ముఖ్యంగా బ్రాహ్మోత్సవం సినిమాతో దర్శకుడు శ్రీకాంత్ అద్దాలని తీవ్రంగా నిరాశపరిచాడు. మహేష్ కెరీర్లోనే భారీ పరాజయం గా నిలించింది ఈ సినిమా.</s>",15,director
1954,1953,"<s>সম্ভবতঃ স্পেনীয় অভিযাত্রীদের আগমনের আগেই এই শহরের অধিকাংশ অধিবাসী গুটিবসন্তে আক্রান্ত হয়ে মারা গিয়েছিল,  <e1>মাচু পিচু</e1>র সন্ধানকারী <e2>হাইরাম বিঙাম</e2> এবং আরও অনেকেরই মতে এই সুরক্ষিত শহরটি ইনকাদের ঐতিহ্যগত জন্মস্থান অথবা সূর্য কুমারীদের পবিত্র কেন্দ্র ছিল</s>",24,discoverer_or_inventor
1955,1954,<s>অব্রামের ছিয়াশী বৎসর বয়সে <e2>হাগার</e2> অব্রামের নিমিত্তে <e1>ইশ্মায়েল</e1>কে প্রসব করিল</s>,5,mother
1956,1955,"<s>‘‘ ‘సుస్వాగతం’ టైమ్‌లో ప్రకాశ్‌రాజ్ గారిచ్చిన సపోర్ట్ ఎప్పటికీ మర్చిపోలేను. చాలా గ్యాప్ తరువాత మళ్లీ ‘<e1>స్పీడున్నోడు</e1>’కు కలిసి పనిచేశాం. ఈ చిత్రంలో తండ్రి పాత్రలో ఆయన నటన అద్భుతం. మా చిత్రం అన్ని థియేటర్లలో విజయవంతంగా ప్రదర్శితమవుతోంది. అందరూ మనసుపెట్టి చేయడం వల్లే ఈ విజయం సాధ్యమైంది’’ అని దర్శకుడు <e2>భీమనేని శ్రీనివాసరావు</e2> తెలిపారు. బెల్లంకొండ సాయి శ్రీనివాస్, సోనారిక జంటగా భీమనేని సునీత నిర్మించిన ‘స్పీడున్నోడు’ చిత్రం సక్సెస్‌మీట్ సోమవారం హైదరాబాద్‌లో జరిగింది. సాయి శ్రీనివాస్ మాట్లాడుతూ- ‘‘ప్రతి ఒక్కరూ హార్ట్ అండ్ సోల్ పెట్టి చేసిన చిత్రమిది. ‘అల్లుడు శీను’ తరువాత చాలా గ్యాప్ వచ్చినా, ఈ చిత్రం ప్రారంభ వసూళ్లు బాగా వచ్చాయి. ఇందులో చాలా బాగా నటించావని అందరూ అంటుంటే పెద్ద ఎచీవ్‌మెంట్‌లా అనిపిస్తోంది. ఇంత మంచి చిత్రంలో నటించే అవకాశం ఇచ్చిన భీమనేనిగారికి కృతజ్ఞతలు’’ అని పేర్కొన్నారు. ఈ కార్యక్రమంలో సంగీత దర్శకుడు డి.జె. వసంత్, ఎడిటర్ గౌతంరాజు, కెమేరామ్యాన్ విజయ్ ఉలగనాథ్, ఎగ్జిక్యూటివ్ నిర్మాత వివేక్ కూచిబొట్ల తదితరులు పాల్గొన్నారు.</s>",15,director
1957,1956,<s><e2>শিরিন এবাদি</e2> ২০০৩ সালে <e1>শান্তিতে নোবেল পুরস্কার</e1> লাভ করেন</s>,8,winner
1958,1957,"<s><e1>কিশোর কুমার</e1> চারবার বিয়ে করেছেন  রুমা গুহঠাকুরতা (১৯৫০-১৯৫৮), <e2>মধুবালা</e2> (১৯৬০-১৯৬৯), যোগিতা বালী (১৯৭৫-১৯৭৮) এবং লীনা চন্দাভারকর (১৯৮০-১৯৮৭)</s>",11,spouse
1959,1958,"<s>బ్రహ్మ మానస పుత్రులలో మరీచి అనే పుత్రుడు ఒకడున్నాడు. ఆయనకు <e2>కశ్యపుడు</e2>. అనే పుత్రుడు ఉన్నాడు. ఈ కశ్యపుడు దక్ష ప్రజాపతి 60 మంది కుమార్తెలలో అథిది, తిధి, <e1>వినత</e1>, కద్రువ, వినత మొదలైన 13 మందిని వివాహం చేసుకున్నాడు.</s>",11,spouse
1960,1959,<s>61 वर्षीय <e1>नोबेल शांति पुरस्कार</e1> विजेता <e2>लू श्याबाओ</e2> पिछले 11 साल से चीन की जेल में बंद थे</s>,8,winner
